INDEX,BUILDING,LEVEL,TRADE,INT CODE,Discipline,DWG REF,ZONE,GRID X1,GRID X2,GRID Y1,GRID Y2,GT CODE,KEY,ISSUE,OPENING DATE,STATUS,ACTION BY DATE,LAST CHANGE OF STATUS,ACTION / SUBJECT TO,BY NAME,ORG
20840,SWI,L08,GT,33,ARCH/STEEL,CCAD-AED-DG-_A-208F,F,13,14,AG,AH,C,STAIR P,PARTITION MISPLACED ON TOP OF BEAM  (STAIR-23),11/27/10,CLOSED,27-Dec-10,,CLOSED: SSJV TO INVESTIGATE : TRISTAN CONFIRMED,YUM,SSJV
20841,SWI,L08,GT,34,ARCH/STEEL,CCAD-AED-DG-_A-208F,F,12,13,AG,AM,C,PART/STEEL,PARTITION NOT SUPPORTED,11/27/10,CLOSED,27-Dec-10,,SSJV TO INVESTIGATE: NO ISSUE,YUM,SSJV
20843,SWI,L08,GT,35.2,ARCH,CCAD-AED-DG-_A-308F,F,9,9,AH,AJ,A,CEILING, REFLECTED CEILING NEED TO BE REMOVED,11/27/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20844,SWI,L08,GT,36,ARCH/STEEL,CCAD-AED-DG-_S-208F,F,11,12,AJ,AK,B,STAIR P,PARTITION NOT SUPPORTED,11/27/10,OPEN,,,SSJV TO INVESTIGATE ACTION: EXTEND THE PARTITION,YUM,SSJV
20820,SWI,L08,GT,13,ARCH,CCAD-AED-DG-_A-208G,G,17,17,AK,AK,B,COL FUR,COLUMN FURRING CLASHING WITH STEEL,11/27/10,OPEN,,,SSJV TO INVESTIGATE,YUM,SSJV
20821,SWI,L08,GT,14,ARCH,CCAD-AED-DG-_A-208G,G,17,17,AJ,AJ,B,COL FUR,COLUMN FURRING CLASHING WITH STEEL,11/27/10,OPEN,,,SSJV TO INVESTIGATE,YUM,SSJV
20822,SWI,L08,GT,15,ARCH/STEEL,CCAD-AED-DG-_A-208G,G,18,18,AL,AL,B,COL FUR,COLUMN FURRING CLASHING WITH STEEL,11/27/10,CLOSED,27-Dec-10,,SSJV TO INVESTIGATE,YUM,SSJV
20823,SWI,L08,GT,16,ARCH/STEEL,CCAD-AED-DG-_A-208G,G,19,19,AL,AL,B,PART/STEEL, PARTITION IS CLASHING WITH STEEL,11/27/10,CLOSED,27-Dec-10,,AREP/EVS TO CHECK,PHILIPPTRISTAN,SSJV
20824,SWI,L08,GT,17,ARCH/STEEL,CCAD-AED-DG-_A-208G,G,20,20,AL,AL,B,PART/STEEL, PARTITION IS CLASHING WITH STEEL,11/27/10,CLOSED,27-Dec-10,,AREP/EVS TO CHECK,PHILIPPTRISTAN,SSJV
20825,SWI,L08,GT,18,CONC/STEEL,CCAD-AED-DG-_S-208G,G,18,19,AK,AL,B,EOS,EDGE OF SLAB DISCREPANCY ,11/27/10,CLOSED,27-Dec-10,,CLOSED: EVS/DDS TO CHECK: TRISTAN CONFIRMED,TRISTANROSENDO,SSJV
20826,SWI,L08,GT,19,ARCH/STEEL,CCAD-AED-DG-_S-208G,G,18,19,AK,AL,B,STAIR P,PARTITION NOT SUPPORTED,11/27/10,OPEN,,,SSJV TO INVESTIGATE ACTION: EXTEND THE PARTITION,YUM,SSJV
20827,SWI,L08,GT,20,CONC/STEEL,CCAD-AED-DG-_A-208G,G,18,19,AK,AL,B,STAIR,STAIRS & SLAB NEED TO BE COORDINATED (STAIR-01),11/27/10,OPEN,,,EVS TO PROVIDE THE STAIR DETAIL IN MODEL,TRISTAN,EVS
20842,SWI,L08,GT,35.1,ARCH,CCAD-AED-DG-_A-308G,G,17,18,AD,AH,A,CEILING, REFLECTED CEILING IS MISSING (HEIGHT:3000) ,11/27/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20192,ICU,L06,GT,L41,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,17,17,AA,AB,B,MEP,MEP CLASH WITH STEEL,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20193,ICU,L06,GT,L42,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,20,20,AC,AD,B,MEP,MEP CLASH WITH STEEL,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20194,ICU,L06,GT,L43,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,20,20,AC,AD,B,MEP,MEP CLASH WITH STEEL,11/29/10,CLOSED,5-Feb-11,,CLOSED: ETA TOUPDATE,ATIQUE,ETA
20195,ICU,L06,GT,L44,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,20,21,AA,AB,B,MEP,MEP CLASH WITH STEEL,11/29/10,CLOSED,5-Feb-11,,CLOSED: ETA TOUPDATE,ATIQUE,ETA
20196,ICU,L06,GT,L45,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,17,17,AD,AD,B,MEP,MEP CLASH WITH STEEL,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20197,ICU,L06,GT,L46,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,19,19,AD,AE,B,MEP,MEP CLASH WITH STEEL,11/29/10,CLOSED,5-Feb-11,,CLOSED: ETA TOUPDATE,ATIQUE,ETA
20198,ICU,L06,GT,L47,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,22,22,AB,AB,B,MEP,MEP CLASH WITH STEEL,11/29/10,CLOSED,5-Feb-11,,CLOSED: ETA TOUPDATE,ATIQUE,ETA
20199,ICU,L06,GT,L48,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,17,18,AC,AD,B,MEP,MEP CLASH WITH CEILING,11/29/10,CLOSED,5-Feb-11,,CLOSED: ETA TOUPDATE,ATIQUE,ETA
20200,ICU,L06,GT,L49,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,23,24,AC,AD,B,MEP,MEP CLASH WITH CEILING,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20201,ICU,L06,GT,L50,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,23,24,AA,AB,B,MEP,MEP CLASH WITH PARTITION,11/29/10,CLOSED,5-Feb-11,,CLOSED: ETA TOUPDATE,ATIQUE,ETA
20202,ICU,L06,GT,L51,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,23,24,AA,AB,B,MEP,MEP CLASH WITH CEILING,11/29/10,CLOSED,5-Feb-11,,CLOSED: ETA TOUPDATE,ATIQUE,ETA
20203,ICU,L06,GT,L52,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,20,20,AD,AE,B,MEP,MEP CLASH WITH STEEL,11/29/10,CLOSED,5-Feb-11,,CLOSED: ETA TOUPDATE,ATIQUE,ETA
20204,ICU,L06,GT,L53,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,17,18,AC,AD,B,MEP,MEP CLASH WITH CEILING,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20205,ICU,L06,GT,L54,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,18,19,AB,AC,B,MEP,MEP CLASH WITH CEILING,11/29/10,CLOSED,5-Feb-11,,CLOSED: ETA TOUPDATE,ATIQUE,ETA
20206,ICU,L06,GT,L55,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,17,18,AC,AD,B,MEP,MEP CLASH WITH CEILING,11/29/10,CLOSED,5-Feb-11,,CLOSED: ETA TOUPDATE,ATIQUE,ETA
20207,ICU,L06,GT,L56,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,20,21,AC,AD,B,MEP,MEP CLASH WITH CEILING,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20208,ICU,L06,GT,L57,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,20,21,AA,AB,B,MEP,MEP CLASH WITH CEILING,11/29/10,CLOSED,5-Feb-11,,CLOSED: ETA TOUPDATE,ATIQUE,ETA
20209,ICU,L06,GT,L58,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,20,21,AC,AD,B,MEP,DRAINAGE PIPE GOING THROUGH THE BOOM,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20210,ICU,L06,GT,L59,MEP,CCAD-AED-DG_M/E/P/SD-206L,L,22,23,AC,AD,B,MEP,DRAINAGE PIPE GOING THROUGH THE BOOM,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20231,ICU,L06,GT,M16,MEP,CCAD-AED-DG_M/E/P/SD-206M,M,27,27,Z,AA,B,MEP,MEP CLASH WITH STEEL,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20232,ICU,L06,GT,M17,MEP,CCAD-AED-DG_M/E/P/SD-206M,M,25,25,AC,AC,B,MEP,MEP CLASH WITH STEEL,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20233,ICU,L06,GT,M18,MEP,CCAD-AED-DG_M/E/P/SD-206M,M,26,26,AC,AD,B,MEP,MEP CLASH WITH STEEL,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20234,ICU,L06,GT,M19,MEP,CCAD-AED-DG_M/E/P/SD-206M,M,27,28,AC,AD,B,MEP,MEP CLASH WITH STEEL,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20235,ICU,L06,GT,M20,MEP,CCAD-AED-DG_M/E/P/SD-206M,M,25,26,AC,AD,B,MEP,MEP CLASH WITH CEILING,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20236,ICU,L06,GT,M21,MEP,CCAD-AED-DG_M/E/P/SD-206M,M,24,25,AA,AB,B,MEP,MEP CLASH WITH CEILING,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20237,ICU,L06,GT,M22,MEP,CCAD-AED-DG_M/E/P/SD-206M,M,26,27,AA,AB,B,MEP,MEP CLASH WITH CEILING,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20238,ICU,L06,GT,M23,MEP,CCAD-AED-DG_M/E/P/SD-206M,M,26,27,AA,AB,B,MEP,MEP CLASH WITH CEILING,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20239,ICU,L06,GT,M24,MEP,CCAD-AED-DG_M/E/P/SD-206M,M,26,27,AC,AD,B,MEP,MEP CLASH WITH CEILING,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20240,ICU,L06,GT,M25,MEP,CCAD-AED-DG_M/E/P/SD-206M,M,24,25,AA,AB,B,MEP,DRAINAGE PIPE GOING THROUGH THE BOOM,11/29/10,OPEN,,,ETA TOUPDATE,ATIQUE,ETA
20342,ICU,L08,GT,1,ARCH,CCAD-AED-DG-_A-208L,L,17,17,AA,AA,B,COL FUR,COLUMN FURRING CLASHING WITH STEEL,11/29/10,OPEN,,,SSJV TO INVESTIGATE,YUM,SSJV
20343,ICU,L08,GT,2,ARCH,CCAD-AED-DG-_A-208L,L,17,17,AD,AD,B,COL FUR,COLUMN FURRING CLASHING WITH STEEL,11/29/10,OPEN,,,SSJV TO INVESTIGATE,YUM,SSJV
20344,ICU,L08,GT,3,ARCH,CCAD-AED-DG-_A-208L,L,20,20,AA,AA,B,COL FUR,COLUMN FURRING CLASHING WITH STEEL,11/29/10,OPEN,,,SSJV TO INVESTIGATE,YUM,SSJV
20345,ICU,L08,GT,4,ARCH,CCAD-AED-DG-_A-208L,L,20,20,AB,AB,B,PART/STEEL,STEEL CLASHING WITH PARTITION ,11/29/10,CLOSED,23-Dec-10,,CLOSED: AREP TO CHECK,PHILIPP,AREP
20346,ICU,L08,GT,5,ARCH,CCAD-AED-DG-_A-208L,L,20,20,AD,AD,B,COL FUR,COLUMN FURRING CLASHING WITH STEEL,11/29/10,OPEN,,,SSJV TO INVESTIGATE,YUM,SSJV
20347,ICU,L08,GT,6,ARCH/STEEL,CCAD-AED-DG-_S-208L,L,19,20,AB,AB,B,STAIR P,UNSUPPORTED PARTITION MISPLACED ON TOP OF BEAM (STAIR-08),11/29/10,OPEN,,,SSJV TO INVESTIGATE,YUM,SSJV
20348,ICU,L08,GT,7,MEP,CCAD-AED-DG-_S-208L,L,27,28,AB,AC,B,SHAFT,STEEL BEAM INSIDE THE SHAFT (STAIR-08),11/29/10,OPEN,,,ETA TO CHECK,ATIQUE,ETA
20361,ICU,L08,GT,20.1,ARCH,CCAD-AED-DG-_A-308L,L,17,18,AD,AG,A,CEILING,REFLECTED CEILING IS MISSING (HEIGHT:3000) ,11/29/10,CLOSED,23-Dec-10,,CLOSED: AREP TO CHECK: PLACED IN SWING L08 MODEL,PHILIPP,AREP
20362,ICU,L08,GT,21,ARCH,CCAD-AED-DG-_A-208L,L,24,24,AC,AC,B,PART/STEEL,STEEL CLASHING WITH PARTITION ,11/29/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20350,ICU,L08,GT,9,ARCH,CCAD-AED-DG-_A-208M,M,27,28,AD,AD,B,COL FUR,COLUMN FURRING CLASHING WITH STEEL,11/29/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20351,ICU,L08,GT,10,ARCH,CCAD-AED-DG-_A-208M,M,27,28,AB,AC,C,PART/STEEL, PARTITION IS CLASHING WITH STEEL,11/29/10,CLOSED,27-Dec-10,,CLOSED: AREP TO CHECK: SSJV CONFIRMED,PHILIPP,AREP
20353,ICU,L08,GT,12,ARCH/STEEL,CCAD-AED-DG-_S-208M,M,27,28,AB,AC,B,STAIR P,UNSUPPORTED PARTITION MISPLACED ON TOP OF BEAM  (STAIR-06),11/29/10,OPEN,,,SSJV TO INVESTIGATE,YUM,SSJV
20354,ICU,L08,GT,13,CONC/STEEL,CCAD-AED-DG-_S-208M,M,27,28,AB,AC,B,STAIR P,EDGE OF SLAB DISCREPANCY  ,11/29/10,OPEN,,,DDD/EVS TO CHECK,TRISTANROSENDO,SSJV
20355,ICU,L08,GT,14,CONC/STEEL,CCAD-AED-DG-_S-208M,M,26,27,AB,AC,B,EOS,EDGE OF SLAB DISCREPANCY  ,11/29/10,CLOSED,27-Dec-10,,CLOSED: DDD/EVS TO CHECK: TRISTAN CONFIRMED,TRISTANROSENDO,SSJV
20356,ICU,L08,GT,15,CONC/STEEL,CCAD-AED-DG-_S-208M,M,24,25,AB,AC,B,EOS,EDGE OF SLAB DISCREPANCY  ,11/29/10,CLOSED,27-Dec-10,,CLOSED: DDD/EVS TO CHECK: TRISTAN CONFIRMED,TRISTANROSENDO,SSJV
20357,ICU,L08,GT,16,CONC,CCAD-AED-DG-_A-208M,M,26,27,AB,AC,B,D-DETAIL,PARTITION NOT SUPPORTED,11/29/10,OPEN,,,DDD TO CHECK ACTION: DDD TO EXTEND THE SLAB,ROSENDO,DDD
20358,ICU,L08,GT,17,CONC,CCAD-AED-DG-_A-208M,M,26,27,AB,AC,B,D-DETAIL,PARTITION NOT SUPPORTED,11/29/10,OPEN,,,DDD TO CHECK ACTION: DDD TO EXTEND THE SLAB,ROSENDO,DDD
20359,ICU,L08,GT,18,CONC,CCAD-AED-DG-_S-208M,M,28,28,AA,AB,C,D-DETAIL,CONC SLAB NEED TO BE COORDINATED ,11/29/10,CLOSED,23-Dec-10,,DDD TO CHECK,ROSENDO,DDD
20360,ICU,L08,GT,19,CONC,CCAD-AED-DG-_S-208M,M,28,28,AC,AD,C,D-DETAIL,CONC SLAB NEED TO BE COORDINATED ,11/29/10,CLOSED,23-Dec-10,,DDD TO CHECK,ROSENDO,DDD
20363,ICU,L08,GT,22,ARCH,CCAD-AED-DG-_A-208M,M,27,27,AD,AD,B,COL FUR,COLUMN FURRING CLASHING WITH STEEL,11/29/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20364,ICU,L08,GT,23,ARCH/STEEL,CCAD-AED-DG-_S-208M,M,24,25,AB,AC,C,PART/STEEL,PARTITION MISPLACED ON TOP OF BEAM ,11/29/10,CLOSED,27-Dec-10,,CLOSED: SSJV TO INVESTIGATE: SSJV CONFIRMED,YUM,SSJV
30258,GAL,P2,GT,5,CONC/STEEL, CCAD-AED-DG-_A-2P2E,E,6,7,AG,AK,,none,Concrete Tree Pits  clash with Steel Structure,12/5/10,OPEN,,,ESD to update model. Height of steel members is wrong. 1.3 per IFC. ,Rosendo/Mahesh,DDD
30255,GAL,P2,GT,10,CONC/ARCH, CCAD-AED-DG-_A-2P2N,N,8,9,S,T,,none,Revise Height of wall and columns,12/5/10,OPEN,,1/15/11,AREP to revise model.,Phillip Kuhn,AREP
30256,GAL,P2,GT,11,ARCH/STEEL,,N,6,8,R,T,,none,Steel and Architectural walls clash in multiple points.,12/5/10,CLOSED,,1/15/11,Non-structural walls. No action required.,,DDD
30254,GAL,P2,GT,9,ARCH/STEEL, CCAD-AED-DG-_A-2P2N,N,7,8,U,U,,none,Steel Members clash with ceiling,12/5/10,OPEN,,,AREP to revise model. Ceilings as Per IFC. Re-submitted to task force.,Phillip Kuhn/Illio,AREP
30261,GAL,P2,GT,12,CONC/ARCH, CCAD-AED-DG-_A-2P2N,N,7,8,S,T,,none,Door 1.77 m tall,12/5/10,OPEN,,,Revise door elevation in IFC. See comment by AREP in 30257.,Philipp,AREP
30259,GAL,P2,GT,9,CONC/STEEL,,S,8,9,M,N,,none,CONC/STEELrete clash,12/5/10,CLOSED,,,Pre-cambered members,,DDD
30260,GAL,P2,GT,10,CONC/STEEL,,S,6,7,M,N,,none,CONC/STEELrete clash,12/5/10,CLOSED,,,Pre-cambered members,,DDD
30257,GAL,P2,GT,8,CONC/ARCH, CCAD-AED-DG-_A-2P2S,S,6,7,Q,R,,none,Door 1.77 m tall,12/5/10,OPEN,,,"Wall doesn't show in IFC. Revise. AREP informed in 20110113 that door is not in sixco schedule and remits to ""AEDAS door schedule: AP03 900x1740.""",Philipp,AREP
30253,GAL,P2,GT,1,CONC/ARCH,,T,9,10,P,Q,,none,Stairs clash with door.,12/5/10,OPEN,,,"Under internal review. Discuss with Christophe.  04/07/2011: As per RFI 02464 door is to be reduced to 2100mm ""similar to other occasions under RFIs."" Changes requested again from AREP and DDD on April 7.",Phillip,AREP
20001,ICU,L05,GT,1,ARCH,CCAD-AED-DG-_A-205L,L,21,21,AA,AA,B,PART/STEEL,COLUMN CLASHING WITH PARTITION ,12/5/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20002,ICU,L05,GT,2,ARCH,CCAD-AED-DG-_A-205L,L,21,21,AB,AB,B,PART/STEEL,COLUMN CLASHING WITH PARTITION ,12/5/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20003,ICU,L05,GT,3,ARCH,CCAD-AED-DG-_A-205L,L,22,22,AA,AA,B,PART/STEEL,COLUMN CLASHING WITH PARTITION ,12/5/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20004,ICU,L05,GT,4,ARCH,CCAD-AED-DG-_A-205L,L,23,23,AA,AA,B,PART/STEEL,COLUMN CLASHING WITH PARTITION ,12/5/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20005,ICU,L05,GT,5,ARCH,CCAD-AED-DG-_A-205L,L,23,23,AB,AB,B,PART/STEEL,COLUMN CLASHING WITH PARTITION ,12/5/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20006,ICU,L05,GT,6,ARCH,CCAD-AED-DG-_A-205L,L,23,23,AC,AC,B,PART/STEEL,COLUMN CLASHING WITH PARTITION ,12/5/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20007,ICU,L05,GT,7,ARCH,CCAD-AED-DG-_A-205L,L,24,24,AA,AA,B,PART/STEEL,COLUMN CLASHING WITH PARTITION ,12/5/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20008,ICU,L05,GT,8,ARCH,CCAD-AED-DG-_A-205L,L,24,24,AD,AD,B,PART/STEEL,COLUMN CLASHING WITH PARTITION ,12/5/10,OPEN,,,AREP TO CHECK. ,PHILIPP,AREP
20009,ICU,L05,GT,9,CONC,CCAD-AED-DG-_S-205L,L,17,24,Z,AA,A,CONC/STEEL,SLAB NEED TO BE COORDINATED WITH IFC DRAWINGS,12/5/10,CLOSED,30-Jan-11,,CLOSED: DDD TO CHECK,ROSENDO,DDD
20010,ICU,L05,GT,10,CONC,CCAD-AED-DG-_S-205L,L,17,18,AA,AD,A,CONC/STEEL,SLAB NEED TO BE COORDINATED WITH IFC DRAWINGS,12/5/10,CLOSED,30-Jan-11,,CLOSED: DDD TO CHECK,ROSENDO,DDD
20011,ICU,L05,GT,11,MEP,CCAD-AED-DG-_S-205L,L,17,18,AB,AC,B,SHAFT,STEEL BEAM INSIDE THE SHAFT ,12/5/10,OPEN,,,ETA TO CHECK,ATIQUE,ETA
20012,ICU,L05,GT,12,MEP,CCAD-AED-DG-_S-205L,L,19,20,AA,AB,B,SHAFT,STEEL BEAM INSIDE THE SHAFT ,12/5/10,UNDER RFI,,,ETA TO CHECK,ATIQUE,ETA
20013,ICU,L05,GT,13,STEEL,CCAD-AED-DG-_S-205L,L,18,19,AA,AB,B,SHAFT,DIAGONAL TRUSS PASSING THROUGH THE SHAFT ,12/5/10,CLOSED,30-Jan-11,,CLOSED: EVS TO CHECK,TRISTAN,EVS
20014,ICU,L05,GT,14,STEEL,CCAD-AED-DG-_S-205L,L,23,24,AC,AD,B,SHAFT,DIAGONAL TRUSS PASSING THROUGH THE SHAFT ,12/5/10,CLOSED,30-Jan-11,,CLOSED: EVS TO CHECK,TRISTAN,EVS
20015,ICU,L05,GT,15,STEEL,CCAD-AED-DG-_S-205L,L,18,19,AA,AB,B,EOS,EDGE OF SLAB DISCREPANCY  ,12/5/10,CLOSED,30-Jan-11,,CLOSED: EVS TO CHECK,TRISTAN,EVS
20016,ICU,L05,GT,16,CONC,CCAD-AED-DG-_S-205L,L,18,19,AA,AB,B,EOS,EDGE OF SLAB DISCREPANCY  ,12/5/10,OPEN,,,DDD TO CHECK,ROSENDO,DDD
20017,ICU,L05,GT,17,ARCH/STEEL,CCAD-AED-DG-_S-205L,L,19,20,AA,AB,B,PART/STEEL,PARTITION NOT SUPPORTED,12/5/10,OPEN,,,SSJV TO INVESTIGATE,YUM,SSJV
20018,ICU,L05,GT,18,CONC/STEEL,CCAD-AED-DG-_A-205L,L,19,20,AB,AC,B,CON/STEEL,STAIRS & SLAB NEED TO BE COORDINATED (STAIR-08),12/5/10,OPEN,,,EVS/DDS TO CHECK,TRISTANROSENDO,SSJV
20033,ICU,L05,GT,33.1,ARCH,CCAD-AED-DG-_A-305L,L,17,24,AA,AA,A,CEILING, REFLECTED CEILING IS MISSING (HEIGHT:2750) ,12/5/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20034,ICU,L05,GT,33.2,ARCH,CCAD-AED-DG-_A-305L,L,20,21,AB,AC,A,CEILING,REFLECTED CEILING IS NEED TO BE TAKEN OUT FROM IFC DRAWING,12/5/10,OPEN,,,SSJV TO TAKE A NOTE,ROCH,SSJV
20035,ICU,L05,GT,33.3,ARCH,CCAD-AED-DG-_A-305L,L,23,24,AB,AC,A,CEILING,REFLECTED CEILING IS NEED TO BE TAKEN OUT FROM IFC DRAWING,12/5/10,OPEN,,,SSJV TO TAKE A NOTE,ROCH,SSJV
20019,ICU,L05,GT,19,ARCH/STEEL,CCAD-AED-DG-_A-205M,M,24,27,AA,AA,B,PART/STEEL, PARTITION IS CLASHING WITH STEEL,12/5/10,OPEN,,,SSJV TO INVESTIGATE,ROCH,SSJV
20020,ICU,L05,GT,20,ARCH/STEEL,CCAD-AED-DG-_A-205M,M,24,27,AB,AB,B,PART/STEEL, PARTITION IS CLASHING WITH STEEL,12/5/10,OPEN,,,SSJV TO INVESTIGATE,ROCH,SSJV
20021,ICU,L05,GT,21,ARCH/STEEL,CCAD-AED-DG-_A-205M,M,24,27,AC,AC,B,PART/STEEL, PARTITION IS CLASHING WITH STEEL,12/5/10,OPEN,,,SSJV TO INVESTIGATE,ROCH,SSJV
20022,ICU,L05,GT,22,ARCH/STEEL,CCAD-AED-DG-_A-205M,M,24,27,AD,AD,B,PART/STEEL, PARTITION IS CLASHING WITH STEEL,12/5/10,OPEN,,,SSJV TO INVESTIGATE,ROCH,SSJV
20023,ICU,L05,GT,23,ARCH/STEEL,CCAD-AED-DG-_A-205M,M,27,27,AA,AA,B,PART/STEEL, PARTITION IS CLASHING WITH STEEL,12/5/10,OPEN,,,SSJV TO INVESTIGATE,ROCH,SSJV
20024,ICU,L05,GT,24,ARCH/STEEL,CCAD-AED-DG-_A-205M,M,27,27,AA,AB,C,PART/STEEL, PARTITION IS CLASHING WITH STEEL,12/5/10,CLOSED,30-Jan-11,,CLOSED: AREP TO CHECK,PHILIPP,AREP
20025,ICU,L05,GT,25,ARCH/STEEL,CCAD-AED-DG-_A-205M,M,27,27,AD,AD,B,PART/STEEL, PARTITION IS CLASHING WITH STEEL,12/5/10,OPEN,,,SSJV TO INVESTIGATE,ROCH,SSJV
20026,ICU,L05,GT,26,ARCH/STEEL,CCAD-AED-DG-_A-205M,M,27,28,AA,AA,B,PART/STEEL, PARTITION IS CLASHING WITH STEEL,12/5/10,OPEN,,,SSJV TO INVESTIGATE,ROCH,SSJV
20027,ICU,L05,GT,27,ARCH/STEEL,CCAD-AED-DG-_A-205M,M,27,28,AD,AD,B,PART/STEEL, PARTITION IS CLASHING WITH STEEL,12/5/10,OPEN,,,SSJV TO INVESTIGATE,ROCH,SSJV
20028,ICU,L05,GT,28,ARCH/STEEL,CCAD-AED-DG-_A-205M,M,27,28,AB,AC,B,PART/STEEL,CONCRETE WALL SHOULD BE STOPPED ON LEVEL 4 - STAIR 06 (REFER TO DRAWING S714 & S726),12/5/10,CLOSED,30-Jan-11,,CLOSED: DDD TO CHECK,ROSENDO,DDD
20029,ICU,L05,GT,29,STEEL,CCAD-AED-DG-_A-205M,M,27,28,AB,AC,B,STAIR,STAIR NEED BE COORDINATED WITH SLAB AND PARTITION (STAIR-06),12/5/10,CLOSED,30-Jan-11,,CLOSED: EVS TO CHECK,TRISTAN,EVS
20030,ICU,L05,GT,30,ARCH/STEEL,CCAD-AED-DG-_A-205M,M,27,28,AB,AC,B,PART/STEEL,PARTITION NOT SUPPORTED,12/5/10,OPEN,,,SSJV TO INVESTIGATE,YUM,SSJV
20031,ICU,L05,GT,31,CONC/STEEL,CCAD-AED-DG-_S-205M,M,27,28,AB,AC,B,EOS,EDGE OF SLAB DISCREPANCY  ,12/5/10,OPEN,,,EVS/DDD TO CHECK,TRISTANROSENDO,SSJV
20032,ICU,L05,GT,32,MEP,CCAD-AED-DG-_S-205M,M,27,28,AB,AC,B,SHAFT,STEEL BEAM INSIDE THE SHAFT (STAIR-06),12/5/10,OPEN,,,ETA TO CHECK,ATIQUE,ETA
20036,ICU,L05,GT,33.4,ARCH,CCAD-AED-DG-_A-305M,M,24,25,AB,AC,A,CEILING,REFLECTED CEILING IS NEED TO BE TAKEN OUT FROM IFC DRAWING,12/5/10,OPEN,,,SSJV TO TAKE A NOTE,ROCH,SSJV
20037,ICU,L05,GT,33.5,ARCH,CCAD-AED-DG-_A-305M,M,24,25,AB,AC,A,CEILING, REFLECTED CEILING IS MISSING (HEIGHT:2750) ,12/5/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20038,ICU,L05,GT,33.6,ARCH,CCAD-AED-DG-_A-305M,M,24,27,AA,AA,A,CEILING, REFLECTED CEILING IS MISSING (HEIGHT:2750) ,12/5/10,OPEN,,,AREP TO CHECK,PHILIPP,AREP
20039,ICU,L05,GT,33.7,ARCH,CCAD-AED-DG-_A-305M,M,26,27,AB,AC,A,CEILING,REFLECTED CEILING IS NEED TO BE TAKEN OUT FROM IFC DRAWING,12/5/10,OPEN,,,SSJV TO TAKE A NOTE,ROCH,SSJV
